title,sort_key,brand_token,brand_name,min_option_retail_price,order,execution_date,execution_timestamp,search_query
Rebeca Crossbody Sling Bag - Caramel,Crossbody Bags:2024-06-26T13:08:41.313771:19,b_vqrfns5bqk,Jory,"{'amount_cents': 3600, 'currency': 'USD'}",19,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Embroidery Strap PU Leather Sling Crossbody Bag CW014,Crossbody Bags:2024-06-26T13:08:41.313771:20,b_9qqlp5kqt7,UNISHE,"{'amount_cents': 4954, 'currency': 'USD'}",20,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Waist Bag And Crossbody Bag For Women,Crossbody Bags:2024-06-26T13:08:41.313771:21,b_jkhzdth9kx,Wholesalesir,"{'amount_cents': 3190, 'currency': 'USD'}",21,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Wrangler Aztec Print Crossbody Sling Chest Bag - Pink,Crossbody Bags:2024-06-26T13:08:41.313771:22,b_adwkg7449y,South End Clothing and Apparel L.L.C,"{'amount_cents': 4100, 'currency': 'USD'}",22,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
...SI-26466 Corduroy Vintage crossbody Sling Bag,Crossbody Bags:2024-06-26T13:08:41.313771:23,b_849n5pbfjm,42POPS,"{'amount_cents': 2175, 'currency': 'USD'}",23,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Sutton Crossbody Sling Bag,Crossbody Bags:2024-06-26T13:08:41.313771:24,b_djojumta,Pretty Simple,"{'amount_cents': 6000, 'currency': 'USD'}",24,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Lilac Crossbody Bag - Unisex,Crossbody Bags:2024-06-26T13:08:41.313771:25,b_b2pjelg0sv,Sixtease Bags USA,"{'amount_cents': 3300, 'currency': 'USD'}",25,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Crossbody Sling Bag,Crossbody Bags:2024-06-26T13:08:41.313771:26,b_a48i0fg8,Selini New York,"{'amount_cents': 1190, 'currency': 'USD'}",26,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Gypsy Crossbody Bag #6,Crossbody Bags:2024-06-26T13:08:41.313771:27,b_46yqo0x0y0,El Paso Saddleblanket,"{'amount_cents': 1900, 'currency': 'USD'}",27,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
A7807-Crossbody/Grab bag with pocket on the front and buckle,Crossbody Bags:2024-06-26T13:08:41.313771:28,b_bptbp63ght,Papaya Fashion Ltd,"{'amount_cents': 3807, 'currency': 'USD', 'original_amount_cents': 3000, 'original_currency': 'GBP'}",28,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
P24060 Woven Crossbody Bag,Crossbody Bags:2024-06-26T13:08:41.313771:29,b_a9e29d0b,Pretty Persuasions,"{'amount_cents': 4625, 'currency': 'USD'}",29,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Solid Color Outlined Clear Crossbody Bag,Crossbody Bags:2024-06-26T13:08:41.313771:30,b_gy33y47y5m,Fashion City,"{'amount_cents': 4170, 'currency': 'USD'}",30,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Kids Unicorn Crossbody Bag,Crossbody Bags:2024-06-26T13:08:41.313771:31,b_bya786doke,Love and Repeat,"{'amount_cents': 700, 'currency': 'USD'}",31,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
88603: Crossbody Mini Brick Bag | Corduroy Camel,Crossbody Bags:2024-06-26T13:08:41.313771:32,b_5iterkpv8k,Fydelity,"{'amount_cents': 2000, 'currency': 'USD'}",32,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Moroccan Leather Crossbody Bag | Leather Purse,Crossbody Bags:2024-06-26T13:08:41.313771:33,b_x63mr72b4e,HandmadeBestSeller,"{'amount_cents': 4581, 'currency': 'USD', 'original_amount_cents': 3610, 'original_currency': 'GBP'}",33,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Petite Clear Soft PVC Zippered Crossbody Bag,Crossbody Bags:2024-06-26T13:08:41.313771:34,b_1e67dn411w,Cap Zone,"{'amount_cents': 150, 'currency': 'USD'}",34,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Small Tribal Peruvian Leather Material Crossbody Purse Bag,Crossbody Bags:2024-06-26T13:08:41.313771:35,b_ei18vd8t67,Pichincha,"{'amount_cents': 1499, 'currency': 'USD'}",35,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
""",,.._ PUFF QUILTED CROSSBODY SHOULDER BAG",Crossbody Bags:2024-06-26T13:08:41.313771:36,b_849n5pbfjm,42POPS,"{'amount_cents': 4560, 'currency': 'USD'}",36,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Contrast Color Bags Crossbody Bags Handbags,Crossbody Bags:2024-06-26T13:08:41.313771:37,b_dxhtkv5y9m,Easel,"{'amount_cents': 3959, 'currency': 'USD'}",37,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Stadium Clear Rectangle Crossbody Bags ,Crossbody Bags:2024-06-26T13:08:41.313771:38,b_umczc7bspa,Queens Designs,"{'amount_cents': 3200, 'currency': 'USD'}",38,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
ANNA Opal Shape Hard Case Crossbody Bag with Top Handle,Crossbody Bags:2024-06-26T13:08:41.313771:39,b_dmin8matyq,KAYLA+AVA,"{'amount_cents': 3000, 'currency': 'USD'}",39,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
TG10575 Carly Clear Mini Crossbody Bag,Crossbody Bags:2024-06-26T13:08:41.313771:40,b_f2s9m5j5tr,MiMi Wholesale,"{'amount_cents': 3125, 'currency': 'USD'}",40,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Rebeca Crossbody Sling Bag - Cloud,Crossbody Bags:2024-06-26T13:08:41.313771:41,b_vqrfns5bqk,Jory,"{'amount_cents': 3600, 'currency': 'USD'}",41,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Pleated Solid Color Bags Crossbody Bags Handbags,Crossbody Bags:2024-06-26T13:08:41.313771:42,b_k4ymnqwwyk,Elanora,"{'amount_cents': 2999, 'currency': 'USD'}",42,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Stadium Clear Oval Crossbody Bags,Crossbody Bags:2024-06-26T13:08:41.313771:43,b_umczc7bspa,Queens Designs,"{'amount_cents': 3000, 'currency': 'USD'}",43,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Black - Moon with Stars Lacer cut crossbody cellphone bags,Crossbody Bags:2024-06-26T13:08:41.313771:44,b_25m1090zlh,Shine Mark Accessories,"{'amount_cents': 2500, 'currency': 'USD'}",44,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
BGS6844 Helena Straw Crossbody Bag With Leather Paneling,Crossbody Bags:2024-06-26T13:08:41.313771:45,b_f2s9m5j5tr,MiMi Wholesale,"{'amount_cents': 4737, 'currency': 'USD'}",45,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Gold and Silver Accented Cork Women's Cut-out Crossbody Bag,Crossbody Bags:2024-06-26T13:08:41.313771:46,b_3q5jm2vj8j,Meninas Bonitas Cork,"{'amount_cents': 2500, 'currency': 'USD'}",46,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Aztec Strap PVC Clear Crossbody Bag MOQ 3pcs ZK1667,Crossbody Bags:2024-06-26T13:08:41.313771:47,b_9qqlp5kqt7,UNISHE,"{'amount_cents': 1798, 'currency': 'USD'}",47,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Small Crossbody Bag,Crossbody Bags:2024-06-26T13:08:41.313771:48,b_qarv7atb2t,emily ruth prints,"{'amount_cents': 4000, 'currency': 'USD'}",48,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Fashionable Large Capacity Single Shoulder Crossbody Bag,Crossbody Bags:2024-06-26T13:08:41.313771:49,b_jkhzdth9kx,Wholesalesir,"{'amount_cents': 3300, 'currency': 'USD'}",49,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Small crossbody bag in rifle paper black botanical floral,Crossbody Bags:2024-06-26T13:08:41.313771:50,b_3lt7v9dx,September Skye Bags & Accessories,"{'amount_cents': 4000, 'currency': 'USD'}",50,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Kids Unicorn Crossbody Bag,Crossbody Bags:2024-06-26T13:08:41.313771:51,b_bya786doke,Love and Repeat,"{'amount_cents': 700, 'currency': 'USD'}",51,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
CLEAR SLING CROSSBODY STADIUM BAG | 40P514,Crossbody Bags:2024-06-26T13:08:41.313771:52,b_9j5az29aau,Wall To Wall Accessories,"{'amount_cents': 2190, 'currency': 'USD'}",52,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Faux Leather Plaid Crossbody Bag,Crossbody Bags:2024-06-26T13:08:41.313771:53,b_anvdg5erjq,3AM BY H&D ACCESSORIES,"{'amount_cents': 3400, 'currency': 'USD'}",53,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Clear Rectangle Stadium Concert Crossbody Bag,Crossbody Bags:2024-06-26T13:08:41.313771:54,b_926lzrw9gt,Hana,"{'amount_cents': 2400, 'currency': 'USD'}",54,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Tassle Crossbody Leather Camera Bag,Crossbody Bags:2024-06-26T13:08:41.313771:55,b_7nl8d3eda3,Cadenza Italy Ltd,"{'amount_cents': 6980, 'currency': 'USD', 'original_amount_cents': 5500, 'original_currency': 'GBP'}",55,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Cats & Books Crossbody Bag,Crossbody Bags:2024-06-26T13:08:41.313771:56,b_8d890loa2i,Clea Ray Canvas Bags & Clothing,"{'amount_cents': 6650, 'currency': 'USD'}",56,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Leather Crossbody Bag Hamilton GW6806,Crossbody Bags:2024-06-26T13:08:41.313771:57,b_9hbcc3btw9,Greenwood Leather,"{'amount_cents': 6785, 'currency': 'USD'}",57,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
CUTE CAT PATTERN KNITTED PHONE CROSSBODY BAG 315-4 (12PC),Crossbody Bags:2024-06-26T13:08:41.313771:58,b_79gkn2u3uk,TAPA fashion,"{'amount_cents': 500, 'currency': 'USD'}",58,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Punky Crossbody Bag,Crossbody Bags:2024-06-26T13:08:41.313771:59,b_32rsz10vd0,Rainbow Unicorn Birthday Surprise,"{'amount_cents': 2400, 'currency': 'USD'}",59,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Game Day Clear Transparent Crossbody Bag ,Crossbody Bags:2024-06-26T13:08:41.313771:60,b_vswk7rntc2,Sophia Collection,"{'amount_cents': 3960, 'currency': 'USD'}",60,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Crossbody Hemp Bag (Code-589),Crossbody Bags:2024-06-26T13:08:41.313771:61,b_a990dearj1,Kathmandu Imports,"{'amount_cents': 800, 'currency': 'USD'}",61,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Small crossbody bag in duck green chevron,Crossbody Bags:2024-06-26T13:08:41.313771:62,b_3lt7v9dx,September Skye Bags & Accessories,"{'amount_cents': 4000, 'currency': 'USD'}",62,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Cork Women's Double Zip Printed Crossbody Bag BAG-2266,Crossbody Bags:2024-06-26T13:08:41.313771:63,b_3q5jm2vj8j,Meninas Bonitas Cork,"{'amount_cents': 2200, 'currency': 'USD'}",63,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Crossbody Bag | Olive/Khaki,Crossbody Bags:2024-06-26T13:08:41.313771:64,b_47e85bane6,Keep Nature Wild,"{'amount_cents': 3500, 'currency': 'USD'}",64,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Aqua - Dragonfly Crossbody Bag,Crossbody Bags:2024-06-26T13:08:41.313771:65,b_25m1090zlh,Shine Mark Accessories,"{'amount_cents': 2500, 'currency': 'USD'}",65,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Leather Sling Crossbody Bag,Crossbody Bags:2024-06-26T13:08:41.313771:66,b_dz8u977zt2,DTrendy shop,"{'amount_cents': 5299, 'currency': 'USD'}",66,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Clear See Through Crossbody Bag,Crossbody Bags:2024-06-26T13:08:41.313771:67,b_4ahkhhvtpz,Collections by Fame Accessories,"{'amount_cents': 1899, 'currency': 'USD'}",67,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
NITA LAKE CROSSBODY BAG,Crossbody Bags:2024-06-26T13:08:41.313771:68,b_jgcz52tunw,Sterling Kreek,"{'amount_cents': 9990, 'currency': 'USD'}",68,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
P24005 Small Woven Crossbody Bag (Magnetic Closure),Crossbody Bags:2024-06-26T13:08:41.313771:69,b_a9e29d0b,Pretty Persuasions,"{'amount_cents': 3375, 'currency': 'USD'}",69,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Crossbody bag 1CNC X558 - LAST CALL,Crossbody Bags:2024-06-26T13:08:41.313771:70,b_4nhammz0ru,Pink Panache Brands,"{'amount_cents': 1400, 'currency': 'USD'}",70,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Clear Crossbody Stadium Bag,Crossbody Bags:2024-06-26T13:08:41.313771:71,b_926lzrw9gt,Hana,"{'amount_cents': 2200, 'currency': 'USD'}",71,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Wrangler Cowhide Tote Crossbody Bag,Crossbody Bags:2024-06-26T13:08:41.313771:72,b_kuw6edghr8,Zippity Do Dah,"{'amount_cents': 10000, 'currency': 'USD'}",72,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
TC2021-Canvas Strap Multicoloured saddle crossbody bag,Crossbody Bags:2024-06-26T13:08:41.313771:73,b_bptbp63ght,Papaya Fashion Ltd,"{'amount_cents': 3427, 'currency': 'USD', 'original_amount_cents': 2700, 'original_currency': 'GBP'}",73,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Black - Aztec Lacer cut crossbody cellphone bag,Crossbody Bags:2024-06-26T13:08:41.313771:74,b_25m1090zlh,Shine Mark Accessories,"{'amount_cents': 2500, 'currency': 'USD'}",74,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Hand Tooled Clear Crossbody Concert festival Game Day bag,Crossbody Bags:2024-06-26T13:08:41.313771:75,b_sx4kc3rrkp,Boho Ranch Shop,"{'amount_cents': 6000, 'currency': 'USD'}",75,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
.SI-26485 Vegan Leather Woven Atlas Crossbody Bum Bag,Crossbody Bags:2024-06-26T13:08:41.313771:76,b_849n5pbfjm,42POPS,"{'amount_cents': 2625, 'currency': 'USD'}",76,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Clear Transparent Stadium Approved Crossbody Bag,Crossbody Bags:2024-06-26T13:08:41.313771:77,b_vswk7rntc2,Sophia Collection,"{'amount_cents': 1920, 'currency': 'USD'}",77,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Small Jute Crossbody Bag,Crossbody Bags:2024-06-26T13:08:41.313771:78,b_c6107f56,Baizaar,"{'amount_cents': 4000, 'currency': 'USD'}",78,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
P24024 Small Tote Crossbody Bag w/Cosmetic Pouch,Crossbody Bags:2024-06-26T13:08:41.313771:79,b_a9e29d0b,Pretty Persuasions,"{'amount_cents': 4500, 'currency': 'USD'}",79,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Positano Medium Woven Crossbody Bag,Crossbody Bags:2024-06-26T13:08:41.313771:80,b_eqw6h9eypk,Tin Marin Brand,"{'amount_cents': 9800, 'currency': 'USD'}",80,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Cork with Patterned zipper crossbody bag BAG-2076-Crossbody,Crossbody Bags:2024-06-26T13:08:41.313771:81,b_3q5jm2vj8j,Meninas Bonitas Cork,"{'amount_cents': 1500, 'currency': 'USD'}",81,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Envelope Crossbody Bag,Crossbody Bags:2024-06-26T13:08:41.313771:82,b_4fn0wz6o3k,Nicci,"{'amount_cents': 4000, 'currency': 'USD'}",82,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Light Purple Cotton Crossbody Bag with Hand-Woven Flower Acc,Crossbody Bags:2024-06-26T13:08:41.313771:83,b_e8m40ryjgu,Earth Divas,"{'amount_cents': 2399, 'currency': 'USD'}",83,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Mystery Reversible + Recycled Silk Crossbody Bag,Crossbody Bags:2024-06-26T13:08:41.313771:84,b_3h7jqev7h9,Gardenbelle Shop,"{'amount_cents': 2800, 'currency': 'USD'}",84,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Chains Zebra-Stripe Crossbody Bags,Crossbody Bags:2024-06-26T13:08:41.313771:85,b_dxhtkv5y9m,Easel,"{'amount_cents': 1999, 'currency': 'USD'}",85,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Canvas & Leather Women's Crossbody Bag - Linen/Rose Ebony,Crossbody Bags:2024-06-26T13:08:41.313771:86,b_b2pjelg0sv,Sixtease Bags USA,"{'amount_cents': 3300, 'currency': 'USD'}",86,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
213 Italian Leather Crossbody Bag JIJOU CAPRI,Crossbody Bags:2024-06-26T13:08:41.313771:87,b_f3x4aqdj37,JIJOU CAPRI,"{'amount_cents': 15800, 'currency': 'USD'}",87,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Ghost Scream Crossbody Chest Bag ZK482,Crossbody Bags:2024-06-26T13:08:41.313771:88,b_9qqlp5kqt7,UNISHE,"{'amount_cents': 2160, 'currency': 'USD'}",88,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Olive Crossbody Sling Bag - Green,Crossbody Bags:2024-06-26T13:08:41.313771:89,b_a48i0fg8,Selini New York,"{'amount_cents': 1480, 'currency': 'USD'}",89,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
CROSSBODY BAG,Crossbody Bags:2024-06-26T13:08:41.313771:90,b_sq2fywv8m9,Cuore Accessories,"{'amount_cents': 2590, 'currency': 'USD'}",90,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Straw Braided Crossbody Envelope Bag,Crossbody Bags:2024-06-26T13:08:41.313771:91,b_99x4e5i9x3,Anarchy Street,"{'amount_cents': 3075, 'currency': 'USD'}",91,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Daphne Embellished Crossbody Bag,Crossbody Bags:2024-06-26T13:08:41.313771:92,b_568f472e,America & Beyond,"{'amount_cents': 8500, 'currency': 'USD'}",92,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
"Boho Shoulder Bag, Cute Crossbody Bag, Small Bag for Women",Crossbody Bags:2024-06-26T13:08:41.313771:93,b_3bj4gws49s,Umays Boho,"{'amount_cents': 3750, 'currency': 'USD'}",93,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Navy - Big Anchor Crossbody Bag With Cellphone Pocket,Crossbody Bags:2024-06-26T13:08:41.313771:94,b_25m1090zlh,Shine Mark Accessories,"{'amount_cents': 2500, 'currency': 'USD'}",94,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Shelly Sling Crossbody Bag,Crossbody Bags:2024-06-26T13:08:41.313771:95,b_cyctwk1rys,K. Carroll Accessories,"{'amount_cents': 3900, 'currency': 'USD'}",95,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Sunflower Design Drawstring Crossbody Bag,Crossbody Bags:2024-06-26T13:08:41.313771:96,b_e8m40ryjgu,Earth Divas,"{'amount_cents': 2999, 'currency': 'USD'}",96,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
IT360 Italian Leather & Raffia Mini Crossbody Bag ,Crossbody Bags:2024-06-26T13:08:41.313771:97,b_f3x4aqdj37,JIJOU CAPRI,"{'amount_cents': 17000, 'currency': 'USD'}",97,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
CROSSBODY BAG,Crossbody Bags:2024-06-26T13:08:41.313771:98,b_umt9aycyd6,Melrose Style,"{'amount_cents': 3580, 'currency': 'USD'}",98,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Clear Teal Crossbody Bag,Crossbody Bags:2024-06-26T13:08:41.313771:99,b_b9h6n2q73p,Daytrip: Festival & Stadium Bags,"{'amount_cents': 4900, 'currency': 'USD'}",99,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
THE CAROLINE CROSSBODY steer longhorn - cowhide purse bag,Crossbody Bags:2024-06-26T13:08:41.313771:100,b_sx4kc3rrkp,Boho Ranch Shop,"{'amount_cents': 9000, 'currency': 'USD'}",100,2024-06-26,2024-06-26T13:08:41.313771,Crossbody Bags
Pure Cotton Hand Block Print Kantha Tote Shopping Bag,Tote Bag:2024-06-26T13:08:41.313771:1,b_f8f3cs4bc2,Bhawana Handicrafts,"{'amount_cents': 3599, 'currency': 'USD'}",1,2024-06-26,2024-06-26T13:08:41.313771,Tote Bag
1012 - Wholesale Canvas Tote Bag,Tote Bag:2024-06-26T13:08:41.313771:2,b_a1274wsui3,AR New York,"{'amount_cents': 4199, 'currency': 'USD'}",2,2024-06-26,2024-06-26T13:08:41.313771,Tote Bag
Tiger & Floral Quilted Reversible Cotton Eco Tote Bag,Tote Bag:2024-06-26T13:08:41.313771:3,b_f8f3cs4bc2,Bhawana Handicrafts,"{'amount_cents': 3599, 'currency': 'USD'}",3,2024-06-26,2024-06-26T13:08:41.313771,Tote Bag
Handmade Cotton Quilted Floral Tote & Market Bag,Tote Bag:2024-06-26T13:08:41.313771:4,b_f8f3cs4bc2,Bhawana Handicrafts,"{'amount_cents': 3599, 'currency': 'USD'}",4,2024-06-26,2024-06-26T13:08:41.313771,Tote Bag
Vintage Floral Corduroy Tote Bag,Tote Bag:2024-06-26T13:08:41.313771:5,b_qrthtbpuwu,Funkyrel® Atzbranding Limited,"{'amount_cents': 2200, 'currency': 'USD'}",5,2024-06-26,2024-06-26T13:08:41.313771,Tote Bag
Handmade Quilted Cotton Velvet Floral Hippie Tote Bag,Tote Bag:2024-06-26T13:08:41.313771:6,b_f8f3cs4bc2,Bhawana Handicrafts,"{'amount_cents': 4699, 'currency': 'USD'}",6,2024-06-26,2024-06-26T13:08:41.313771,Tote Bag
Block Print Kantha Quilted Tote Bag for Women's Gift,Tote Bag:2024-06-26T13:08:41.313771:7,b_f8f3cs4bc2,Bhawana Handicrafts,"{'amount_cents': 3599, 'currency': 'USD'}",7,2024-06-26,2024-06-26T13:08:41.313771,Tote Bag
