title,sort_key,brand_token,brand_name,min_option_retail_price,order,execution_date,execution_timestamp,search_query
",,.._ Crossbody Belt Bag Fanny Pack",Crossbody Bags:2024-07-02T12:06:20.111567:14,b_849n5pbfjm,42POPS,"{'amount_cents': 1800, 'currency': 'USD'}",14,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Kedzie Luna Crossbody 2nd Assortment,Crossbody Bags:2024-07-02T12:06:20.111567:15,b_5o8ey581fk,DM Merchandising,"{'amount_cents': 4500, 'currency': 'USD'}",15,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Restocked! Westlyn Woven Bum Bag,Crossbody Bags:2024-07-02T12:06:20.111567:16,b_djojumta,Pretty Simple,"{'amount_cents': 6250, 'currency': 'USD'}",16,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
922 Vegan Leather Sling Bag,Crossbody Bags:2024-07-02T12:06:20.111567:17,b_a1274wsui3,AR New York,"{'amount_cents': 4310, 'currency': 'USD'}",17,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Moroccan Leather Crossbody Bag | Leather Purse,Crossbody Bags:2024-07-02T12:06:20.111567:18,b_x63mr72b4e,HandmadeBestSeller,"{'amount_cents': 4565, 'currency': 'USD', 'original_amount_cents': 3610, 'original_currency': 'GBP'}",18,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Fanny Pack Crossbody Bags,Crossbody Bags:2024-07-02T12:06:20.111567:19,b_bya786doke,Love and Repeat,"{'amount_cents': 700, 'currency': 'USD'}",19,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
W005 Cowhide Leather Crossbody Clutch Bag,Crossbody Bags:2024-07-02T12:06:20.111567:20,b_40j19ly1ct,Roma Leathers,"{'amount_cents': 1495, 'currency': 'USD'}",20,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Beach Wallet Handbags Mobile Phone Bag For Women,Crossbody Bags:2024-07-02T12:06:20.111567:21,b_jkhzdth9kx,Wholesalesir,"{'amount_cents': 1100, 'currency': 'USD'}",21,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Natural Cork and Printed Design Women's Crossbody Bag BAG-22,Crossbody Bags:2024-07-02T12:06:20.111567:22,b_3q5jm2vj8j,Meninas Bonitas Cork,"{'amount_cents': 2600, 'currency': 'USD'}",22,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Natural Color Crossbody Belt Bag,Crossbody Bags:2024-07-02T12:06:20.111567:23,b_bya786doke,Love and Repeat,"{'amount_cents': 700, 'currency': 'USD'}",23,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Summer Travel Sling Cross Body Bag | Hailey Sand,Crossbody Bags:2024-07-02T12:06:20.111567:24,b_107a5x2c,Seriously Shea,"{'amount_cents': 3600, 'currency': 'USD'}",24,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
W012 Cowhide Leather Small Crossbody For Phone,Crossbody Bags:2024-07-02T12:06:20.111567:25,b_40j19ly1ct,Roma Leathers,"{'amount_cents': 1250, 'currency': 'USD'}",25,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Robyn Crossbody Phonecase Concert Sling Bag,Crossbody Bags:2024-07-02T12:06:20.111567:26,b_ehwbo8z12s,modern+chic,"{'amount_cents': 4400, 'currency': 'USD'}",26,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Kids Unicorn Crossbody Bag,Crossbody Bags:2024-07-02T12:06:20.111567:27,b_bya786doke,Love and Repeat,"{'amount_cents': 700, 'currency': 'USD'}",27,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
"Small Leather Satchel, Vintage Brown Crossbody Sling Bag",Crossbody Bags:2024-07-02T12:06:20.111567:28,b_rurnb8h2r7,DS Leather Studio,"{'amount_cents': 3950, 'currency': 'USD'}",28,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Recycled Minibrickcrossbodybag | Xl Checker,Crossbody Bags:2024-07-02T12:06:20.111567:29,b_5iterkpv8k,Fydelity,"{'amount_cents': 2000, 'currency': 'USD'}",29,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
W025 Crazy Horse Genuine Leather Crossbody,Crossbody Bags:2024-07-02T12:06:20.111567:30,b_40j19ly1ct,Roma Leathers,"{'amount_cents': 3900, 'currency': 'USD'}",30,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Double Duty Phone Bag,Crossbody Bags:2024-07-02T12:06:20.111567:31,b_djojumta,Pretty Simple,"{'amount_cents': 5000, 'currency': 'USD'}",31,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Leather Crossbody Bag Hamilton GW6806,Crossbody Bags:2024-07-02T12:06:20.111567:32,b_9hbcc3btw9,Greenwood Leather,"{'amount_cents': 6785, 'currency': 'USD'}",32,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
W009Cowhide Leather Sling Bag with Adjustable Shoulder Strap,Crossbody Bags:2024-07-02T12:06:20.111567:33,b_40j19ly1ct,Roma Leathers,"{'amount_cents': 2590, 'currency': 'USD'}",33,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Summer Sling Cross Body Bag | Rebeca Ruby,Crossbody Bags:2024-07-02T12:06:20.111567:34,b_107a5x2c,Seriously Shea,"{'amount_cents': 3600, 'currency': 'USD'}",34,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Clear Transparent Crossbody Messanger Bag,Crossbody Bags:2024-07-02T12:06:20.111567:35,b_mdhtez9tk6,Diacly,"{'amount_cents': 1793, 'currency': 'USD'}",35,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
BGS0064 Tina Puffer Quilted Fanny Pack,Crossbody Bags:2024-07-02T12:06:20.111567:36,b_f2s9m5j5tr,MiMi Wholesale,"{'amount_cents': 3625, 'currency': 'USD'}",36,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Woven Leather Belt Bag For Women,Crossbody Bags:2024-07-02T12:06:20.111567:37,b_1qqs10a9u5,Hides,"{'amount_cents': 13600, 'currency': 'USD'}",37,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Bree Crossbody,Crossbody Bags:2024-07-02T12:06:20.111567:38,b_9yjfkk95hj,MMS Brands,"{'amount_cents': 4000, 'currency': 'USD'}",38,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Ellie Crossbody Bag *As Seen in Anthropologie*,Crossbody Bags:2024-07-02T12:06:20.111567:39,b_djojumta,Pretty Simple,"{'amount_cents': 6000, 'currency': 'USD'}",39,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
"Floral Coin Purse, Cute Small Storage Purse Coins Trinkets",Crossbody Bags:2024-07-02T12:06:20.111567:40,b_59abw5hm67,Magnifique Hearts,"{'amount_cents': 638, 'currency': 'USD'}",40,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Nomad Crossbody Bag,Crossbody Bags:2024-07-02T12:06:20.111567:41,b_bw339elj0v,Elevate,"{'amount_cents': 18800, 'currency': 'USD'}",41,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Colorblock Strap Chain Shoulder Bag with Coin Purse,Crossbody Bags:2024-07-02T12:06:20.111567:42,b_pzbv7m48pw,Little Daisy Closet,"{'amount_cents': 2698, 'currency': 'USD'}",42,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
The Leather Sling Bag,Crossbody Bags:2024-07-02T12:06:20.111567:43,b_ddg3xfs9,WP Standard,"{'amount_cents': 15800, 'currency': 'USD'}",43,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Wrangler Aztec Print Crossbody Sling Chest Bag - Light Green,Crossbody Bags:2024-07-02T12:06:20.111567:44,b_adwkg7449y,South End Clothing and Apparel L.L.C,"{'amount_cents': 4100, 'currency': 'USD'}",44,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Liberty Woven - Tan,Crossbody Bags:2024-07-02T12:06:20.111567:45,b_c8zmib2xtq,Urban Originals,"{'amount_cents': 8800, 'currency': 'USD'}",45,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Samara Canvas Sling,Crossbody Bags:2024-07-02T12:06:20.111567:46,b_9yjfkk95hj,MMS Brands,"{'amount_cents': 4800, 'currency': 'USD'}",46,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
"Le Donne Leather Canteen Crossbody, Colombian Leather",Crossbody Bags:2024-07-02T12:06:20.111567:47,b_3i9xshxql5,Le Donne Leather,"{'amount_cents': 7000, 'currency': 'USD'}",47,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Minimal Matte Pastel Belt Bum Fanny Pack,Crossbody Bags:2024-07-02T12:06:20.111567:48,b_1e67dn411w,Cap Zone,"{'amount_cents': 700, 'currency': 'USD'}",48,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Euro Phone Crossbody Bag,Crossbody Bags:2024-07-02T12:06:20.111567:49,b_bw339elj0v,Elevate,"{'amount_cents': 14800, 'currency': 'USD'}",49,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Stylish Braided Double Knot BAG_CWAB1910,Crossbody Bags:2024-07-02T12:06:20.111567:50,b_3eopd3scey,ACCITY,"{'amount_cents': 8798, 'currency': 'USD'}",50,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Leather Fanny Pack Crossbody Bags For Women,Crossbody Bags:2024-07-02T12:06:20.111567:51,b_f1wgos35sc,THE WHITE INVITE,"{'amount_cents': 4250, 'currency': 'USD'}",51,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
P23050 Small Crossbody Bag,Crossbody Bags:2024-07-02T12:06:20.111567:52,b_a9e29d0b,Pretty Persuasions,"{'amount_cents': 2625, 'currency': 'USD'}",52,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Holly Foldover Satchel Crossbody Belt Bag,Crossbody Bags:2024-07-02T12:06:20.111567:53,b_ehwbo8z12s,modern+chic,"{'amount_cents': 4800, 'currency': 'USD'}",53,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
"Genuine Leather Crossbody Bag, Made in Italy, Art. 112466",Crossbody Bags:2024-07-02T12:06:20.111567:54,b_kc42nc593p,Suie Valentini srl,"{'amount_cents': 5358, 'currency': 'USD', 'original_amount_cents': 5000, 'original_currency': 'EUR'}",54,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Camera Crossbody Bag with Jacquard Strap | 6 Colors,Crossbody Bags:2024-07-02T12:06:20.111567:55,b_3tv535m3f6,Babs + Birdie,"{'amount_cents': 5000, 'currency': 'USD'}",55,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Lydia Crossbody Fanny Belt Bag,Crossbody Bags:2024-07-02T12:06:20.111567:56,b_ehwbo8z12s,modern+chic,"{'amount_cents': 4800, 'currency': 'USD'}",56,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
LQF052 Boho Guitar Strap Crossbody Bag,Crossbody Bags:2024-07-02T12:06:20.111567:57,b_f2s9m5j5tr,MiMi Wholesale,"{'amount_cents': 2987, 'currency': 'USD'}",57,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Kedzie Eclipse Smartphone Crossbody Assortment,Crossbody Bags:2024-07-02T12:06:20.111567:58,b_5o8ey581fk,DM Merchandising,"{'amount_cents': 2500, 'currency': 'USD'}",58,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Melody 2 in 1 Woven Crossbody,Crossbody Bags:2024-07-02T12:06:20.111567:59,b_9yjfkk95hj,MMS Brands,"{'amount_cents': 5999, 'currency': 'USD'}",59,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Best Seller! Rebeca Crossbody Sling Bag - Midnight Black,Crossbody Bags:2024-07-02T12:06:20.111567:60,b_vqrfns5bqk,Jory,"{'amount_cents': 3600, 'currency': 'USD'}",60,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Mara Phone Sling in Dark Moss,Crossbody Bags:2024-07-02T12:06:20.111567:61,b_vtpddvrukv,Dagne Dover,"{'amount_cents': 7500, 'currency': 'USD'}",61,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Leather Crossbody Purse,Crossbody Bags:2024-07-02T12:06:20.111567:62,b_9hbcc3btw9,Greenwood Leather,"{'amount_cents': 5600, 'currency': 'USD'}",62,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
The Mini Crossbody,Crossbody Bags:2024-07-02T12:06:20.111567:63,b_8y0xcg62,MYTAGALONGS,"{'amount_cents': 3000, 'currency': 'USD'}",63,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Natural Cork with Color Tassel Crossbody Lady Bag BAGP-026,Crossbody Bags:2024-07-02T12:06:20.111567:64,b_3q5jm2vj8j,Meninas Bonitas Cork,"{'amount_cents': 7000, 'currency': 'USD'}",64,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Rebeca Crossbody Sling Bag - Caramel,Crossbody Bags:2024-07-02T12:06:20.111567:65,b_vqrfns5bqk,Jory,"{'amount_cents': 3600, 'currency': 'USD'}",65,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Tree of Life Bohemian Artisan Beaded Crossbody Bag,Crossbody Bags:2024-07-02T12:06:20.111567:66,b_1e67dn411w,Cap Zone,"{'amount_cents': 2198, 'currency': 'USD'}",66,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Woven Faux Leather C.C Belt Bag BGS4360,Crossbody Bags:2024-07-02T12:06:20.111567:67,b_7sc156a02t,C.C Beanie,"{'amount_cents': 3200, 'currency': 'USD'}",67,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Belt Bag,Crossbody Bags:2024-07-02T12:06:20.111567:68,b_hmxevrca7c,Adams + Hegwood,"{'amount_cents': 999, 'currency': 'USD'}",68,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Summer Travel Sling Cross Body Bag | Rebeca Midnight,Crossbody Bags:2024-07-02T12:06:20.111567:69,b_107a5x2c,Seriously Shea,"{'amount_cents': 3600, 'currency': 'USD'}",69,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Austin Sling Bag,Crossbody Bags:2024-07-02T12:06:20.111567:70,b_djojumta,Pretty Simple,"{'amount_cents': 6250, 'currency': 'USD'}",70,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Bahama Breeze Fit All Sling Bag,Crossbody Bags:2024-07-02T12:06:20.111567:71,b_eow5j1bbc8,Ellison+Young,"{'amount_cents': 4125, 'currency': 'USD'}",71,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Block Print Sling Crossbody Bag,Crossbody Bags:2024-07-02T12:06:20.111567:72,b_4f1f7699,Anchal,"{'amount_cents': 6200, 'currency': 'USD'}",72,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Carryall Fanny Pack Waist Bag,Crossbody Bags:2024-07-02T12:06:20.111567:73,b_5rtqqkhzws,Y by Yaya Handbags,"{'amount_cents': 4998, 'currency': 'USD'}",73,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Bella Large Leather Sling Bag,Crossbody Bags:2024-07-02T12:06:20.111567:74,b_1g164l742v,Bolsa Nova Handbags,"{'amount_cents': 33000, 'currency': 'USD'}",74,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Smiley Face Plush Kids Children Tote Handbag Purse,Crossbody Bags:2024-07-02T12:06:20.111567:75,b_hmkfns5yxv,Sweet Cherry Sky,"{'amount_cents': 1600, 'currency': 'USD'}",75,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Lizzie Adjustable Bag Backpack Guitar Strap,Crossbody Bags:2024-07-02T12:06:20.111567:76,b_ehwbo8z12s,modern+chic,"{'amount_cents': 2398, 'currency': 'USD'}",76,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Double Layer Small Square BAG_CUAB0051,Crossbody Bags:2024-07-02T12:06:20.111567:77,b_3eopd3scey,ACCITY,"{'amount_cents': 1100, 'currency': 'USD'}",77,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Starlette Quilted Crossbody Bag,Crossbody Bags:2024-07-02T12:06:20.111567:78,b_djojumta,Pretty Simple,"{'amount_cents': 4500, 'currency': 'USD'}",78,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
",,,._ Clear Sling Bag with Guitar Strap",Crossbody Bags:2024-07-02T12:06:20.111567:79,b_849n5pbfjm,42POPS,"{'amount_cents': 3135, 'currency': 'USD'}",79,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Quilted Durable Clear Pvc Crossbody Messenger Bag,Crossbody Bags:2024-07-02T12:06:20.111567:80,b_1e67dn411w,Cap Zone,"{'amount_cents': 1700, 'currency': 'USD'}",80,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Daily Rectangular Leather Guitar Strap Crossbody,Crossbody Bags:2024-07-02T12:06:20.111567:81,b_3dzktmhtkw,Handbag Factory Corp,"{'amount_cents': 4462, 'currency': 'USD'}",81,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Walker Bag Office Leather Bag,Crossbody Bags:2024-07-02T12:06:20.111567:82,b_9zr548svbu,MaheTri LLC,"{'amount_cents': 12000, 'currency': 'USD'}",82,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
M2056 Izzy Crossbody w/ Guitar Strap,Crossbody Bags:2024-07-02T12:06:20.111567:83,b_7syx38m5ag,Jen & Co.,"{'amount_cents': 4500, 'currency': 'USD'}",83,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Crossbody Saddle Bag,Crossbody Bags:2024-07-02T12:06:20.111567:84,b_k4ymnqwwyk,Elanora,"{'amount_cents': 3675, 'currency': 'USD'}",84,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Women Casual  Zipped Printed Strape Crossbody Bag,Crossbody Bags:2024-07-02T12:06:20.111567:85,b_m95natja9m,Aapparella,"{'amount_cents': 3510, 'currency': 'USD'}",85,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Vintage Floral Corduroy Tote Bag,Crossbody Bags:2024-07-02T12:06:20.111567:86,b_qrthtbpuwu,Funkyrel® Atzbranding Limited,"{'amount_cents': 2200, 'currency': 'USD'}",86,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Beyond the Horizon - Woven Neoprene Sling Backpack,Crossbody Bags:2024-07-02T12:06:20.111567:87,b_bhls55b60v,Sol and Selene,"{'amount_cents': 8000, 'currency': 'USD'}",87,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Emily Mini Woven Flap Crossbody Bag,Crossbody Bags:2024-07-02T12:06:20.111567:88,b_dmin8matyq,KAYLA+AVA,"{'amount_cents': 2000, 'currency': 'USD'}",88,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Colorblock Strap Chain Shoulder Bag with Coin Purse,Crossbody Bags:2024-07-02T12:06:20.111567:89,b_t9mynp4xpd,Lovesoft,"{'amount_cents': 2392, 'currency': 'USD'}",89,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Womens Crossbody Bag,Crossbody Bags:2024-07-02T12:06:20.111567:90,b_uf6us59zc3,Atitlan Leather,"{'amount_cents': 8995, 'currency': 'USD'}",90,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
7349 Men's Vegan Leather Messenger Crossbody Bag,Crossbody Bags:2024-07-02T12:06:20.111567:91,b_a1274wsui3,AR New York,"{'amount_cents': 7999, 'currency': 'USD'}",91,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Quilted Stylish Lightweight Puffer Sling Bag,Crossbody Bags:2024-07-02T12:06:20.111567:92,b_gy33y47y5m,Fashion City,"{'amount_cents': 3090, 'currency': 'USD'}",92,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Crossbody Wallet,Crossbody Bags:2024-07-02T12:06:20.111567:93,b_a7ej1cmkkd,Urban Southern,"{'amount_cents': 7950, 'currency': 'USD'}",93,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Spring Summer Sling Cross Body Bag | Hailey Ivory,Crossbody Bags:2024-07-02T12:06:20.111567:94,b_107a5x2c,Seriously Shea,"{'amount_cents': 3600, 'currency': 'USD'}",94,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Micah Crossbody in Camel,Crossbody Bags:2024-07-02T12:06:20.111567:95,b_vtpddvrukv,Dagne Dover,"{'amount_cents': 11000, 'currency': 'USD'}",95,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Leather Sling Bag Women Men Crossbody Daypack,Crossbody Bags:2024-07-02T12:06:20.111567:96,b_3dzktmhtkw,Handbag Factory Corp,"{'amount_cents': 5162, 'currency': 'USD'}",96,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Emma Bum Bag,Crossbody Bags:2024-07-02T12:06:20.111567:97,b_cwf2gsoqus,Kaydee Lynn LLC,"{'amount_cents': 3600, 'currency': 'USD'}",97,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Round Up Crossbody Bag,Crossbody Bags:2024-07-02T12:06:20.111567:98,b_5rtqqkhzws,Y by Yaya Handbags,"{'amount_cents': 7998, 'currency': 'USD'}",98,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Moon Phases Crossbody Bag,Crossbody Bags:2024-07-02T12:06:20.111567:99,b_7a21757f,Benjamin International,"{'amount_cents': 4200, 'currency': 'USD'}",99,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
Vintage Artistic Floral Corduroy Small Tote,Crossbody Bags:2024-07-02T12:06:20.111567:100,b_qrthtbpuwu,Funkyrel® Atzbranding Limited,"{'amount_cents': 1400, 'currency': 'USD'}",100,2024-07-02,2024-07-02T12:06:20.111567,Crossbody Bags
1012 - Wholesale Canvas Tote Bag,Tote Bag:2024-07-02T12:06:20.111567:1,b_a1274wsui3,AR New York,"{'amount_cents': 4199, 'currency': 'USD'}",1,2024-07-02,2024-07-02T12:06:20.111567,Tote Bag
Organic Cotton Heavyweight Canvas Tote with Pockets,Tote Bag:2024-07-02T12:06:20.111567:2,b_4camfyva,Packaging Decor,"{'amount_cents': 1350, 'currency': 'USD'}",2,2024-07-02,2024-07-02T12:06:20.111567,Tote Bag
Origami Large Tote - Hunter Green,Tote Bag:2024-07-02T12:06:20.111567:3,b_3x2yphafj1,UPPDOO,"{'amount_cents': 25530, 'currency': 'USD'}",3,2024-07-02,2024-07-02T12:06:20.111567,Tote Bag
Morgan Handcrafted Leather Tote/Crossbody Bags,Tote Bag:2024-07-02T12:06:20.111567:4,b_arceup81f2,Latico Leathers,"{'amount_cents': 24500, 'currency': 'USD'}",4,2024-07-02,2024-07-02T12:06:20.111567,Tote Bag
"Indi Diaper Backpack in Dune, Large",Tote Bag:2024-07-02T12:06:20.111567:5,b_vtpddvrukv,Dagne Dover,"{'amount_cents': 21500, 'currency': 'USD'}",5,2024-07-02,2024-07-02T12:06:20.111567,Tote Bag
Light Brown & Cream Aztec Tote,Tote Bag:2024-07-02T12:06:20.111567:6,b_5m4wqw135i,Panache Apparel Co.,"{'amount_cents': 7600, 'currency': 'USD'}",6,2024-07-02,2024-07-02T12:06:20.111567,Tote Bag
Transparent Pvc Waterproof Beach Bag Storage BAG_CWAB1915,Tote Bag:2024-07-02T12:06:20.111567:7,b_3eopd3scey,ACCITY,"{'amount_cents': 2998, 'currency': 'USD'}",7,2024-07-02,2024-07-02T12:06:20.111567,Tote Bag
Shop Local Tote Bag,Tote Bag:2024-07-02T12:06:20.111567:8,b_wna3wn753b,Now Designs by Danica,"{'amount_cents': 1000, 'currency': 'USD'}",8,2024-07-02,2024-07-02T12:06:20.111567,Tote Bag
Tiger & Floral Quilted Reversible Cotton Eco Tote Bag,Tote Bag:2024-07-02T12:06:20.111567:9,b_f8f3cs4bc2,Bhawana Handicrafts,"{'amount_cents': 3599, 'currency': 'USD'}",9,2024-07-02,2024-07-02T12:06:20.111567,Tote Bag
