tokens,creation_reasons,states,fulfillment_states,sources,brand_contacted_at_values,first_order_for_brand_values,very_first_order_for_brand_values,retailer_tokens,payout_total_values,retailer_names,retailer_website_urls,retailer_store_types
bo_qm68r83643,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1689782846000,True,True,r_1ngb3w2xbq,19578,Splash,,Gift Store
bo_h72sc3pbqb,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1689709263000,True,True,r_8kr5veop0d,15309,Styled Strong Fitness Wear,https://www.styledstrongfitnesswear.com/,
bo_4572sr23xd,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1689702963000,True,True,r_edgj9fpc47,16842,George & Phillips Inc.,http://georgeandphillips.com/,
bo_g8kugpdn75,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1689668619000,True,True,r_53vx6ix7h3,25940,Wish gifts,http://www.wishgiftsdenver.com/,Gift Store
bo_3w726exuru,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1689656619000,True,True,r_um34r8eyj3,17824,Obsessive Sports,http://Obsessivesport.com,Clothing Boutique
bo_vbxahc66ww,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1689645819000,True,True,r_tgurv6pzv8,14011,MERAKI/ SET IN STONE,,
bo_ufca9f82st,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1689623019000,False,False,r_6tg3s74zyd,13560,Sirrabelle,,Gift Store
bo_qguxmfarhu,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1689099335000,True,True,r_2f42fadv4y,18872,stephania denton,,Gift Store
bo_fvwkj6k5j7,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1688777075000,True,True,r_6tg3s74zyd,15800,Sirrabelle,,Gift Store
bo_yjz9tewctn,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1688185219000,False,False,r_36vdcnj5m3,14125,Tonya Holly Expressions,https://www.facebook.com/westsidemarketroswell?mibextid=LQQJ4d,
bo_bwrwnf794y,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1688158219000,True,True,r_4at74kqu06,47486,Clean Slate Soap,https://www.cleanslatesoap.com/,Spa or Beauty Store
bo_d53rbx84t5,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687716326000,True,True,r_9jrmcqfu07,14245,Savvy + Grace,,
bo_nahm6w3x8g,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687628426000,True,True,r_e47zwcyv,15441,Tres Belle Boutique,http://www.tresbelleboutique.net/,Clothing Boutique
bo_h7u755pjnv,NEW_ORDER,PROCESSING,FULFILLED,MARKETPLACE,1687624526000,True,True,r_9en9360o,38841,Cocoplum,http://www.shopcocoplum.com,Cafe or Restaurant
bo_t9nze364fg,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687409624000,True,True,r_x8ucaufufy,15095,Graeagle Outfitters,,General or Mercantile Store
bo_j4shffkkdy,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687384124000,True,True,r_cz6vbgzbyn,25825,Tera’s Merle Norman,,Clothing Boutique
bo_67akws9zpq,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687377224000,True,True,r_ezxjqotyxb,14295,ted,https://maps.google.com/?cid=332345278517530351,Clothing Boutique
bo_4sv42ab33d,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686932948000,True,True,r_3u8j3g8cbl,29994,The Dockside Trading Company,http://thedocksidetradingcompany.com/,Clothing Boutique
bo_sd2yfzh9bw,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686763591000,True,True,r_1f0ivtytcu,15513,Moxie On Second,http://moxieonsecond.com/,Clothing Boutique
bo_y99cpxry9x,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686693991000,False,False,r_wgu9j6sgtc,14412,Pickles & Paddles,http://picklesandpaddles.com/,Gift Store
bo_rfdf9hssxp,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686632185000,True,True,r_36vdcnj5m3,25596,Tonya Holly Expressions,https://www.facebook.com/westsidemarketroswell?mibextid=LQQJ4d,
bo_5pfchxupmn,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686315659000,False,False,r_wgu9j6sgtc,24182,Pickles & Paddles,http://picklesandpaddles.com/,Gift Store
bo_xuqfsfbz94,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1685684590000,False,False,r_45y53cbju2,17553,Sumthin Beachie,http://Sumthinbeachiepi.com,Home Decor Store
bo_cjs3hctryh,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1685282213000,True,True,r_8lzp49ljrf,32885,Run Stop LLC,http://facebook.com/runstopstore,Clothing Boutique
bo_5yzr8za9nq,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1685115193000,True,True,r_wgu9j6sgtc,26343,Pickles & Paddles,http://picklesandpaddles.com/,Gift Store
bo_76z989ngzh,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1685029688000,False,False,r_98lh5g5rfr,83588,Coastal Treasures,http://coastaltreasures-hiltonhead.com/,Gift Store
bo_t47uybufdq,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1684959188000,True,True,r_a7xg292f3p,18037,Mildred Newberry,http://mildrednewberry.com/,
bo_wr8pcbu9cz,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1684692796000,True,True,r_35ggy4zqat,14392,480 Pickleball,http://480pickleball.com/,Gift Store
bo_a94d9hku7v,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1684296173000,True,True,r_1tp6bm9x,19614,JAC Designs,http://jacdesignonline.com/,Clothing Boutique
bo_cgd8pqyztf,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1683749277000,True,True,r_6nmp7ez6ht,22332,Trophy Club Country Club Racquet Center,https://www.invitedclubs.com/clubs/trophy-club-country-club,
bo_ayr558y36r,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1683413716000,True,True,r_61otp87ltx,22613,Millstream Bainbridge,http://www.millstreambainbridge.com,Gift Store
bo_mcxzdmvu93,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1683320716000,True,True,r_8x9j0ue9r9,24858,Glitter&Gold,http://www.glitterandgoldfw.com,
bo_v9dcyyz5kb,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1683079144000,True,True,r_ps57kh6tmz,15679,Day Dinkers Club,http://www.daydinkersclub.com/,Gift Store
bo_nwyjar79p7,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1682229390000,True,True,r_45y53cbju2,22608,Sumthin Beachie,http://Sumthinbeachiepi.com,Home Decor Store
bo_66ms2p2xf2,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1682015396000,False,False,r_4uurqxt5n9,14502,Sunny Skies Clothing & Decor,http://sunnyskies.shop,Home Decor Store
bo_euwb52w6yh,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1681417980000,True,True,r_b9dht4i7ks,19614,On A Whim,,
bo_29zjnkt73t,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1680818843000,True,True,r_3sko6sxe,19014,Jeweled Studio,http://www.jeweledstudiomanalapan.com/,
bo_sbxz4a4x9m,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1680059509000,True,True,r_fc4c3846,18303,The Monogram Shop,http://www.monogramshophouston.com/,
bo_ffq2scbyjk,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1678815981000,True,True,r_2qr785t1,29654,Kerrie Turner,http://www.shopwhb.com/,
bo_text2mzgka,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1678779381000,True,True,r_3y65jxscsn,21114,Open House Gifts,,Gift Store
bo_kgzbtfmvbh,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1677044147000,True,True,r_4uurqxt5n9,17726,Sunny Skies Clothing & Decor,http://sunnyskies.shop,Home Decor Store
bo_r7ttvssp79,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1676997098000,True,True,r_98lh5g5rfr,18116,Coastal Treasures,http://coastaltreasures-hiltonhead.com/,Gift Store
bo_pgfpr9grw9,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1676829349000,True,True,r_2e2sjt8i,23635,Holiday Brand,,
bo_v8e4m8tumj,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1674680939000,True,True,r_3piqqzpugv,15702,Sioux Falls KOA Journey,https://koa.com/campgrounds/sioux-falls/,Gift Store
bo_d3rnr79zgn,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1674018107000,True,True,r_4i5v49xw,20163,"Gotta Have It, Inc.",,Clothing Boutique
bo_t2bbhwwqzj,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1673988107000,True,True,r_9oclbqs9dl,16720,Tadpole Crossing,http://www.tadpolecrossinggifts.com,Gift Store
