token,order_token,product_token,brand_order_token,product_name,product_option_name,suggested_retail_price,retailer_price,retailer_original_price,quantity,total_retailer_price,retailer_total,discount_percentage,localized_brand_order_number,product_variations
oi_s6nammrrpa,o_emkwsxhk2b,p_hc97kv4jxf,bo_r2cutmndu4,Deep Sea Blue Crew Neck T-Shirt,S,2999,1499,1499,1,1499,1499,0,#R2CUTMNDU4,
oi_b7pysa4nf4,o_emkwsxhk2b,p_hc97kv4jxf,bo_r2cutmndu4,Deep Sea Blue Crew Neck T-Shirt,M,2999,1499,1499,1,1499,1499,0,#R2CUTMNDU4,
oi_yus8ku95uf,o_emkwsxhk2b,p_hc97kv4jxf,bo_r2cutmndu4,Deep Sea Blue Crew Neck T-Shirt,L,2999,1499,1499,1,1499,1499,0,#R2CUTMNDU4,
oi_jfzhg6zbw6,o_emkwsxhk2b,p_hc97kv4jxf,bo_r2cutmndu4,Deep Sea Blue Crew Neck T-Shirt,XL,2999,1499,1499,1,1499,1499,0,#R2CUTMNDU4,
oi_v5dec3j4km,o_emkwsxhk2b,p_hc97kv4jxf,bo_r2cutmndu4,Deep Sea Blue Crew Neck T-Shirt,2XL,2999,1499,1499,1,1499,1499,0,#R2CUTMNDU4,
oi_2gm9ehznjt,o_emkwsxhk2b,p_2ht5q2fn8k,bo_r2cutmndu4,Heather Navy Active Polo,XL,3830,1532,1532,2,3064,3064,0,#R2CUTMNDU4,
oi_tqvb2mv7sx,o_emkwsxhk2b,p_pzx9wvv4qb,bo_r2cutmndu4,Heather Mauve Short Sleeve Crew Neck T-Shirt,M,2999,1499,1499,2,2998,2998,0,#R2CUTMNDU4,
oi_aemtvz2hrs,o_a6zb6mkpzz,p_2dks743yby,bo_u5x4qws4ct,Steel Short Sleeve Crew Neck T-Shirt,XL,1705,682,682,1,682,682,0,#U5X4QWS4CT,
oi_tea5pbfew3,o_a6zb6mkpzz,p_2dks743yby,bo_u5x4qws4ct,Steel Short Sleeve Crew Neck T-Shirt,2XL,1705,682,682,1,682,682,0,#U5X4QWS4CT,
oi_epxqnzgkyd,o_a6zb6mkpzz,p_2dks743yby,bo_u5x4qws4ct,Steel Short Sleeve Crew Neck T-Shirt,3XL,1900,760,760,1,760,760,0,#U5X4QWS4CT,
oi_jwkfnxbmjh,o_a6zb6mkpzz,p_hc97kv4jxf,bo_u5x4qws4ct,Deep Sea Blue Crew Neck T-Shirt,S,2999,1499,1499,1,1499,1499,0,#U5X4QWS4CT,
oi_smuhsdu3df,o_a6zb6mkpzz,p_hc97kv4jxf,bo_u5x4qws4ct,Deep Sea Blue Crew Neck T-Shirt,L,2999,1499,1499,1,1499,1499,0,#U5X4QWS4CT,
oi_nab5ehv7mn,o_a6zb6mkpzz,p_hc97kv4jxf,bo_u5x4qws4ct,Deep Sea Blue Crew Neck T-Shirt,XL,2999,1499,1499,1,1499,1499,0,#U5X4QWS4CT,
oi_4q3bawpm23,o_a6zb6mkpzz,p_hc97kv4jxf,bo_u5x4qws4ct,Deep Sea Blue Crew Neck T-Shirt,2XL,2999,1499,1499,1,1499,1499,0,#U5X4QWS4CT,
oi_w6sg9p67bj,o_a6zb6mkpzz,p_hc97kv4jxf,bo_u5x4qws4ct,Deep Sea Blue Crew Neck T-Shirt,M,2999,1499,1499,2,2998,2998,0,#U5X4QWS4CT,
oi_6qpatkkh4s,o_a6zb6mkpzz,p_sgut9a5tns,bo_u5x4qws4ct,Light Heather Gray Polo,S,2245,898,898,3,2694,2694,0,#U5X4QWS4CT,
oi_wwhucqjqqn,o_a6zb6mkpzz,p_sgut9a5tns,bo_u5x4qws4ct,Light Heather Gray Polo,L,2245,898,898,2,1796,1796,0,#U5X4QWS4CT,
oi_r29knt4ekd,o_a6zb6mkpzz,p_sgut9a5tns,bo_u5x4qws4ct,Light Heather Gray Polo,XL,2245,898,898,1,898,898,0,#U5X4QWS4CT,
oi_u3pffhpuy2,o_a6zb6mkpzz,p_sgut9a5tns,bo_u5x4qws4ct,Light Heather Gray Polo,2XL,2245,898,898,1,898,898,0,#U5X4QWS4CT,
oi_z25pbzg9hc,o_a6zb6mkpzz,p_rcg6tt8ugv,bo_u5x4qws4ct,Heather Navy Polo,S,2245,898,898,1,898,898,0,#U5X4QWS4CT,
oi_h7c3t2t92h,o_a6zb6mkpzz,p_rcg6tt8ugv,bo_u5x4qws4ct,Heather Navy Polo,M,2245,898,898,1,898,898,0,#U5X4QWS4CT,
oi_j6vy3p4qff,o_a6zb6mkpzz,p_rcg6tt8ugv,bo_u5x4qws4ct,Heather Navy Polo,L,2245,898,898,2,1796,1796,0,#U5X4QWS4CT,
oi_nd3w2px4hj,o_a6zb6mkpzz,p_rcg6tt8ugv,bo_u5x4qws4ct,Heather Navy Polo,XL,2245,898,898,1,898,898,0,#U5X4QWS4CT,
oi_gy94fhwj59,o_a6zb6mkpzz,p_s7yfamyjwt,bo_u5x4qws4ct,Black V-Neck T-Shirt,L,1692,677,677,1,677,677,0,#U5X4QWS4CT,
oi_b6bkvk9tbr,o_a6zb6mkpzz,p_s7yfamyjwt,bo_u5x4qws4ct,Black V-Neck T-Shirt,XL,1692,677,677,1,677,677,0,#U5X4QWS4CT,
oi_4nh94fnkyz,o_a6zb6mkpzz,p_s7yfamyjwt,bo_u5x4qws4ct,Black V-Neck T-Shirt,2XL,1692,677,677,1,677,677,0,#U5X4QWS4CT,
oi_uqcqm6mczh,o_a6zb6mkpzz,p_adhb2jnwk7,bo_u5x4qws4ct,Military Green Tall Straight Hem Crew Neck T-Shirt,2XL,1977,791,791,1,791,791,0,#U5X4QWS4CT,
oi_95hg5mm73n,o_a6zb6mkpzz,p_av6ja2w28x,bo_u5x4qws4ct,Charcoal Heather Active Comfort Crew Sweatshirt,S,3999,1999,1999,1,1999,1999,0,#U5X4QWS4CT,
oi_q22bfw22pz,o_a6zb6mkpzz,p_av6ja2w28x,bo_u5x4qws4ct,Charcoal Heather Active Comfort Crew Sweatshirt,XL,3999,1999,1999,1,1999,1999,0,#U5X4QWS4CT,
oi_ybhv543y7w,o_a6zb6mkpzz,p_av6ja2w28x,bo_u5x4qws4ct,Charcoal Heather Active Comfort Crew Sweatshirt,2XL,3999,1999,1999,1,1999,1999,0,#U5X4QWS4CT,
oi_r2czydbyrg,o_a6zb6mkpzz,p_av6ja2w28x,bo_u5x4qws4ct,Charcoal Heather Active Comfort Crew Sweatshirt,L,3999,1999,1999,1,1999,1999,0,#U5X4QWS4CT,
oi_qddqrzbd52,o_a6zb6mkpzz,p_hv5d9t5gb4,bo_u5x4qws4ct,Black Boxer Trunks 3-Pack,XL,5997,2998,2998,1,2998,2998,0,#U5X4QWS4CT,
oi_98d55xndk8,o_a6zb6mkpzz,p_d53y9qe93b,bo_u5x4qws4ct,Black Tall Polo Shirt,S,2542,1017,1017,1,1017,1017,0,#U5X4QWS4CT,
oi_n8xgph3bxa,o_a6zb6mkpzz,p_d53y9qe93b,bo_u5x4qws4ct,Black Tall Polo Shirt,2XL,2542,1017,1017,1,1017,1017,0,#U5X4QWS4CT,
oi_45yhmasxs9,o_a6zb6mkpzz,p_6dheg7pqst,bo_u5x4qws4ct,Heather Military Green Short Sleeve Tall Crew,S,2999,1499,1499,1,1499,1499,0,#U5X4QWS4CT,
oi_nmh2vc8qdk,o_a6zb6mkpzz,p_6dheg7pqst,bo_u5x4qws4ct,Heather Military Green Short Sleeve Tall Crew,XL,2999,1499,1499,1,1499,1499,0,#U5X4QWS4CT,
oi_mz2q5khuxh,o_a6zb6mkpzz,p_6dheg7pqst,bo_u5x4qws4ct,Heather Military Green Short Sleeve Tall Crew,2XL,2999,1499,1499,1,1499,1499,0,#U5X4QWS4CT,
oi_a4xuum3u74,o_a6zb6mkpzz,p_adhb2jnwk7,bo_u5x4qws4ct,Military Green Tall Straight Hem Crew Neck T-Shirt,3XL,2197,879,879,1,879,879,0,#U5X4QWS4CT,
oi_x6qb75sfe4,o_a6zb6mkpzz,p_vqudnj9pak,bo_u5x4qws4ct,Charcoal Heather Active Comfort Pullover Hoodie,S,5875,2350,2350,1,2350,2350,0,#U5X4QWS4CT,
oi_jvzh8yzfkw,o_a6zb6mkpzz,p_vqudnj9pak,bo_u5x4qws4ct,Charcoal Heather Active Comfort Pullover Hoodie,M,5875,2350,2350,1,2350,2350,0,#U5X4QWS4CT,
oi_nne9qreg9n,o_a6zb6mkpzz,p_vqudnj9pak,bo_u5x4qws4ct,Charcoal Heather Active Comfort Pullover Hoodie,L,5875,2350,2350,1,2350,2350,0,#U5X4QWS4CT,
oi_8g9vdkxbax,o_a6zb6mkpzz,p_vqudnj9pak,bo_u5x4qws4ct,Charcoal Heather Active Comfort Pullover Hoodie,XL,5875,2350,2350,1,2350,2350,0,#U5X4QWS4CT,
oi_amgdp2px39,o_a6zb6mkpzz,p_vqudnj9pak,bo_u5x4qws4ct,Charcoal Heather Active Comfort Pullover Hoodie,2XL,5875,2350,2350,1,2350,2350,0,#U5X4QWS4CT,
oi_9w8vr5bfe2,o_a6zb6mkpzz,p_2dks743yby,bo_u5x4qws4ct,Steel Short Sleeve Crew Neck T-Shirt,L,1705,682,682,1,682,682,0,#U5X4QWS4CT,
oi_2zkruj36jv,o_a6zb6mkpzz,p_hv5d9t5gb4,bo_u5x4qws4ct,Black Boxer Trunks 3-Pack,2XL,5997,2998,2998,1,2998,2998,0,#U5X4QWS4CT,
oi_swnj52339t,o_a6zb6mkpzz,p_hv5d9t5gb4,bo_u5x4qws4ct,Black Boxer Trunks 3-Pack,M,5997,2998,2998,1,2998,2998,0,#U5X4QWS4CT,
oi_qrcry6ajj3,o_a6zb6mkpzz,p_hv5d9t5gb4,bo_u5x4qws4ct,Black Boxer Trunks 3-Pack,S,5997,2998,2998,1,2998,2998,0,#U5X4QWS4CT,
oi_jzhuxzh7rp,o_a6zb6mkpzz,p_9u87cuwg9k,bo_u5x4qws4ct,Carbon Boxer Briefs 3-Pack,S,5997,2998,2998,1,2998,2998,0,#U5X4QWS4CT,
oi_hpf4wqjdvz,o_a6zb6mkpzz,p_9u87cuwg9k,bo_u5x4qws4ct,Carbon Boxer Briefs 3-Pack,M,5997,2998,2998,1,2998,2998,0,#U5X4QWS4CT,
oi_cctfqutsq7,o_a6zb6mkpzz,p_9u87cuwg9k,bo_u5x4qws4ct,Carbon Boxer Briefs 3-Pack,L,5997,2998,2998,1,2998,2998,0,#U5X4QWS4CT,
oi_hfmpb46y42,o_a6zb6mkpzz,p_9u87cuwg9k,bo_u5x4qws4ct,Carbon Boxer Briefs 3-Pack,XL,5997,2998,2998,1,2998,2998,0,#U5X4QWS4CT,
oi_xdxvmdjvhr,o_a6zb6mkpzz,p_8pczdfc69m,bo_u5x4qws4ct,Heather Cocoa Active Polo,S,4062,1625,1625,1,1625,1625,0,#U5X4QWS4CT,
oi_bjg6nhevxu,o_a6zb6mkpzz,p_8pczdfc69m,bo_u5x4qws4ct,Heather Cocoa Active Polo,M,4062,1625,1625,1,1625,1625,0,#U5X4QWS4CT,
oi_zju27sggty,o_a6zb6mkpzz,p_8pczdfc69m,bo_u5x4qws4ct,Heather Cocoa Active Polo,L,4062,1625,1625,1,1625,1625,0,#U5X4QWS4CT,
oi_af9wfr29g2,o_a6zb6mkpzz,p_8pczdfc69m,bo_u5x4qws4ct,Heather Cocoa Active Polo,XL,4062,1625,1625,1,1625,1625,0,#U5X4QWS4CT,
oi_c7j2sue8te,o_a6zb6mkpzz,p_8pczdfc69m,bo_u5x4qws4ct,Heather Cocoa Active Polo,2XL,4062,1625,1625,1,1625,1625,0,#U5X4QWS4CT,
oi_3598dqa7cy,o_a6zb6mkpzz,p_av6ja2w28x,bo_u5x4qws4ct,Charcoal Heather Active Comfort Crew Sweatshirt,M,3999,1999,1999,2,3998,3998,0,#U5X4QWS4CT,
oi_sczcxfzuve,o_a6zb6mkpzz,p_d53y9qe93b,bo_u5x4qws4ct,Black Tall Polo Shirt,M,2542,1017,1017,2,2034,2034,0,#U5X4QWS4CT,
oi_mt7k8tfjgq,o_a6zb6mkpzz,p_6dheg7pqst,bo_u5x4qws4ct,Heather Military Green Short Sleeve Tall Crew,M,2999,1499,1499,2,2998,2998,0,#U5X4QWS4CT,
oi_y5ajfkzagt,o_a6zb6mkpzz,p_2dks743yby,bo_u5x4qws4ct,Steel Short Sleeve Crew Neck T-Shirt,M,1705,682,682,2,1364,1364,0,#U5X4QWS4CT,
oi_ffgvzzf9kw,o_a6zb6mkpzz,p_s7yfamyjwt,bo_u5x4qws4ct,Black V-Neck T-Shirt,S,1692,677,677,1,677,677,0,#U5X4QWS4CT,
oi_64vjcvz4sp,o_a6zb6mkpzz,p_s7yfamyjwt,bo_u5x4qws4ct,Black V-Neck T-Shirt,M,1692,677,677,2,1354,1354,0,#U5X4QWS4CT,
oi_7wfsexxvk9,o_a6zb6mkpzz,p_adhb2jnwk7,bo_u5x4qws4ct,Military Green Tall Straight Hem Crew Neck T-Shirt,M,1977,791,791,2,1582,1582,0,#U5X4QWS4CT,
oi_srpfjq5eba,o_a6zb6mkpzz,p_6dheg7pqst,bo_u5x4qws4ct,Heather Military Green Short Sleeve Tall Crew,L,2999,1499,1499,2,2998,2998,0,#U5X4QWS4CT,
oi_5zz8mmbjn4,o_a6zb6mkpzz,p_zkt8hky46f,bo_u5x4qws4ct,White Crew Neck T-Shirt,S,1705,682,682,1,682,682,0,#U5X4QWS4CT,
oi_ectj73x6b9,o_a6zb6mkpzz,p_zkt8hky46f,bo_u5x4qws4ct,White Crew Neck T-Shirt,M,1705,682,682,1,682,682,0,#U5X4QWS4CT,
oi_qmbtgnudgw,o_a6zb6mkpzz,p_zkt8hky46f,bo_u5x4qws4ct,White Crew Neck T-Shirt,L,1705,682,682,1,682,682,0,#U5X4QWS4CT,
oi_2k6gkgphet,o_a6zb6mkpzz,p_zkt8hky46f,bo_u5x4qws4ct,White Crew Neck T-Shirt,XL,1705,682,682,1,682,682,0,#U5X4QWS4CT,
oi_g5gkj2ztdr,o_a6zb6mkpzz,p_zkt8hky46f,bo_u5x4qws4ct,White Crew Neck T-Shirt,2XL,1705,682,682,1,682,682,0,#U5X4QWS4CT,
oi_yygub7yjyh,o_a6zb6mkpzz,p_d53y9qe93b,bo_u5x4qws4ct,Black Tall Polo Shirt,L,2542,1017,1017,2,2034,2034,0,#U5X4QWS4CT,
oi_etmxce88gh,o_a6zb6mkpzz,p_d53y9qe93b,bo_u5x4qws4ct,Black Tall Polo Shirt,XL,2542,1017,1017,2,2034,2034,0,#U5X4QWS4CT,
oi_syvsxq8fpk,o_a6zb6mkpzz,p_adhb2jnwk7,bo_u5x4qws4ct,Military Green Tall Straight Hem Crew Neck T-Shirt,XL,1977,791,791,2,1582,1582,0,#U5X4QWS4CT,
oi_x4nmrp76af,o_a6zb6mkpzz,p_adhb2jnwk7,bo_u5x4qws4ct,Military Green Tall Straight Hem Crew Neck T-Shirt,L,1977,791,791,2,1582,1582,0,#U5X4QWS4CT,
oi_uhp8ekxpgt,o_vxt9f7pd3u,p_rrybhw4akq,bo_7wpmasgxbd,Sapphire Short Sleeve Crew Neck T-Shirt,M,1705,682,682,1,682,682,0,#7WPMASGXBD,
oi_28dkwhmyun,o_vxt9f7pd3u,p_rrybhw4akq,bo_7wpmasgxbd,Sapphire Short Sleeve Crew Neck T-Shirt,L,1705,682,682,1,682,682,0,#7WPMASGXBD,
oi_dq9u8hhv6h,o_vxt9f7pd3u,p_rrybhw4akq,bo_7wpmasgxbd,Sapphire Short Sleeve Crew Neck T-Shirt,XL,1705,682,682,1,682,682,0,#7WPMASGXBD,
oi_889rj3c8rr,o_vxt9f7pd3u,p_yxq99tj7cv,bo_7wpmasgxbd,Heather Slate Green Short Sleeve Crew Neck T-Shirt,M,1705,682,682,1,682,682,0,#7WPMASGXBD,
oi_s48ze46bnz,o_vxt9f7pd3u,p_yxq99tj7cv,bo_7wpmasgxbd,Heather Slate Green Short Sleeve Crew Neck T-Shirt,L,1705,682,682,1,682,682,0,#7WPMASGXBD,
oi_p6q6qwyveu,o_vxt9f7pd3u,p_yxq99tj7cv,bo_7wpmasgxbd,Heather Slate Green Short Sleeve Crew Neck T-Shirt,XL,1705,682,682,1,682,682,0,#7WPMASGXBD,
oi_2ue7ea2gqa,o_vxt9f7pd3u,p_yxq99tj7cv,bo_7wpmasgxbd,Heather Slate Green Short Sleeve Crew Neck T-Shirt,2XL,1705,682,682,1,682,682,0,#7WPMASGXBD,
oi_jvtdj24t43,o_vxt9f7pd3u,p_sdnkz293xh,bo_7wpmasgxbd,Heather Mist Short Sleeve Crew Neck T-Shirt,M,1705,682,682,1,682,682,0,#7WPMASGXBD,
oi_ssk48ewfr6,o_vxt9f7pd3u,p_sdnkz293xh,bo_7wpmasgxbd,Heather Mist Short Sleeve Crew Neck T-Shirt,L,1705,682,682,1,682,682,0,#7WPMASGXBD,
oi_hv8cx3mkv3,o_vxt9f7pd3u,p_sdnkz293xh,bo_7wpmasgxbd,Heather Mist Short Sleeve Crew Neck T-Shirt,XL,1705,682,682,1,682,682,0,#7WPMASGXBD,
oi_rawgdrpb99,o_vxt9f7pd3u,p_sgr8mhab7h,bo_7wpmasgxbd,Navy Crew Neck T-Shirt,S,1705,682,682,1,682,682,0,#7WPMASGXBD,
oi_nh77krr2s5,o_vxt9f7pd3u,p_sgr8mhab7h,bo_7wpmasgxbd,Navy Crew Neck T-Shirt,L,1705,682,682,3,2046,2046,0,#7WPMASGXBD,
oi_jn7vfzbpwk,o_vxt9f7pd3u,p_sgr8mhab7h,bo_7wpmasgxbd,Navy Crew Neck T-Shirt,XL,1705,682,682,1,682,682,0,#7WPMASGXBD,
