tokens,creation_reasons,states,fulfillment_states,sources,brand_contacted_at_values,first_order_for_brand_values,very_first_order_for_brand_values,retailer_tokens,payout_total_values,retailer_names,retailer_website_urls,retailer_store_types
bo_t4wfy7phan,REPLACE_DAMAGED_OR_MISSING_ITEMS,DELIVERED,FULFILLED,MARKETPLACE,1709072455000,True,True,r_ba6t1rqqx3,1209,Happyology,,
bo_7a4bw3t37d,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1708986431000,True,True,r_zantygh29s,9873,Myers Apothecary,http://myersapothecaryoxford.com,Gift Store
bo_6jr3gc8aau,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1708736580000,True,True,r_rqnx8kmxpn,5908,Coastal Kids Beachwear,http://www.coastalkidsbeachwear.com/,Clothing Boutique
bo_8hcq8q3qhh,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1708629455000,True,True,r_59lmzfx6o1,4422,Oxford Rx,http://www.oxford-rx.com/,
bo_sxtbx6fabb,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1708620871000,False,False,r_qtt3fyfu4q,35778,cashandclive,http://cashandclive.com/,Clothing Boutique
bo_mhfanq4w4f,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1708617166000,True,True,r_4v9fsj8cz3,110728,The Seaside Style,,
bo_fuaa2acvbg,SPLIT_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1708617166000,True,True,r_4v9fsj8cz3,12360,The Seaside Style,,
bo_5nd9f2423n,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1708372106000,True,True,r_3qrt4px682,9378,Bloomin' Creations,https://maps.google.com/?cid=11295811519768091011,Florist or Garden Store
bo_zdes8wz49x,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1707758878000,False,False,r_v7n7zsfyyn,11864,sienna's sunniews,http://siennassunnies.com/,Clothing Boutique
bo_vfgdpsbnzx,REPLACE_DAMAGED_OR_MISSING_ITEMS,DELIVERED,FULFILLED,MARKETPLACE,1707665385000,True,True,r_24r4q4c2sz,639,Sterling's Cut & Curl,http://sterlingscutandcurl.com/,Spa or Beauty Store
bo_egbqaaxu79,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1707545657000,True,True,r_ba6t1rqqx3,40972,Happyology,,
bo_qvtvqw9kzk,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1706490573000,True,True,r_bg5kuw6e,11608,Megan Molten,http://www.meganmoltenshop.com,Home Decor Store
bo_fcarkycd77,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1706480073000,True,True,r_57yr0n0v8c,7271,Blushing Dimple Boutique,http://www.blushingdimpleboutique.com/,Gift Store
bo_uwm2bgbxy3,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1706367573000,True,True,r_ed5m2ph4m9,6652,Sweet and Sassy Alpharetta,http://sweetandsassy.com/alpharetta,Spa or Beauty Store
bo_2a9x8ghnqj,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1706238873000,False,False,r_rezxsubgua,2088,Dee’s shop,,Gift Store
bo_kgvwzjv5ke,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1706232873000,True,True,r_24r4q4c2sz,36735,Sterling's Cut & Curl,http://sterlingscutandcurl.com/,Spa or Beauty Store
bo_7gt8he42d9,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1706207123000,True,True,r_bn50mso7,4150,Maya Papaya & Tony Macarony,http://www.maya-tony.com/,Clothing Boutique
bo_naxgnsv2qd,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1706160023000,True,True,r_206xq3h8z8,28161,Caroline Holcomb,,Kids or Toy Store
bo_sjqba6qw9t,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1706097874000,True,True,r_b0w6jsu9,23923,Gingerbread House,,
bo_wbuhscdh3w,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1706055838000,False,False,r_ar0cuhbs,40114,Tattle Tails Boutique,http://www.tattletailsboutique.com,
bo_7ydnvke6gu,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1705945982000,True,True,r_8q4m8bt7,5444,Linda's Montana Gifts-Gallery,,Gift Store
bo_bsbngzj599,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1705943282000,False,False,r_8r3w22lgie,46804,Andreas Hogue Salon,http://www.andreashogue.com/,Spa or Beauty Store
bo_a6j6cp556g,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1705938487000,True,True,r_1ls0aip7u5,6156,The Happy Journey,https://maps.google.com/?cid=6008485210966562028,Kids or Toy Store
bo_nm68w5e3uw,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1705929187000,True,True,r_u8dnnttnzf,14334,Fairy Godmother's Salon,http://Fairygodmotherssalonbiloxi.glossgenius.com,Spa or Beauty Store
bo_6f36jej27b,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1705465460000,True,True,r_bupyez6rfq,6652,MoonGLO Aesthetics,http://moonglo.aesthetics/,Spa or Beauty Store
bo_kwyqwgh65x,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1705124991000,False,False,r_237rzov0y4,9882,June + Grey,http://www.juneandgrey.com/,Clothing Boutique
bo_b7jxt3zsbj,REPLACE_DAMAGED_OR_MISSING_ITEMS,DELIVERED,FULFILLED,MARKETPLACE,1705002990000,False,False,r_ssrdrdyjme,1787,Sweet Southern Grace LLC,,
