tokens,creation_reasons,states,fulfillment_states,sources,brand_contacted_at_values,first_order_for_brand_values,very_first_order_for_brand_values,retailer_tokens,payout_total_values
bo_sxbe7enjuc,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1659069601000,False,False,r_1jwfrjp36b,76835
bo_9cxksf5x3g,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1659044400000,False,False,r_2tbukihd,144157
bo_s7rrs83agj,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1659031201000,False,False,r_c754d26x7a,64680
bo_yburqu6afx,NEW_ORDER,CANCELED,CANCELED,MARKETPLACE,1658958900000,True,True,r_bky93g2c,0
bo_u67r3vexuv,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1658939401000,False,False,r_6r92s1ma,60939
bo_uzgh2svnah,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1658889600000,False,False,r_c23h30xc,29716
bo_5yuvfps3t4,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1658882701000,True,True,r_e1ozx8d7,100040
bo_4t3urbux7a,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1658874900000,False,False,r_bsoxbji8,37578
bo_z9zccwyc25,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1658871300000,False,False,r_9vnr507jjc,36975
bo_5hrvhhttha,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1658867700000,False,False,r_esd9lq991v,67100
bo_tedsz8fzmc,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1658851201000,False,False,r_555a2zu5gh,111605
bo_ctzvzpcubt,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1658788801000,False,False,r_2m6aekfq,46914
bo_v9jk27d2jv,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1658779801000,True,True,r_9xklh16fap,67954
bo_47m5mwqbhg,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1658766000000,False,False,r_2v52hzarby,128816
bo_mx58y4eafe,NEW_ORDER,CANCELED,CANCELED,MARKETPLACE,1658718001000,True,True,r_9h93q32h,0
bo_9ewgnvmut4,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1658693400000,False,False,r_49eetbvpgq,28029
bo_w9vaj6kgzs,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1658664000000,False,False,r_el7jmg6ohr,92934
bo_djc982xytr,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1658612101000,False,False,r_bbcd5jk9bd,32895
bo_nbcq4y6mdz,REPLACE_DAMAGED_OR_MISSING_ITEMS,DELIVERED,FULFILLED,ELEVATE,1658546290000,True,True,r_90gxgui12o,12399
bo_cjymvbktty,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1658529300000,False,False,r_4g90xog5,25779
bo_ef5hxz6sz8,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1658523000000,False,False,r_5sjhs1gt,132277
bo_kzv49r2vhe,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1658443500000,False,False,r_940a5d00,33731
bo_dzvdy82bk9,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1658436900000,False,False,r_b2882a06ps,67624
bo_wvmes8s9az,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1658430301000,True,True,r_3sa3q1dh5y,79077
bo_uxmz3fqmfe,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1658415001000,False,False,r_1xdva0xi6g,266803
bo_8ahfvrgrtk,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1658369100000,False,False,r_6qvz7pjs,77148
bo_xe346nx3h9,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1658348101000,True,True,r_5ytx6frs7i,70800
bo_tjugn5h34j,BACKORDER,DELIVERED,FULFILLED,ELEVATE,1658348101000,True,True,r_5ytx6frs7i,7325
