tokens,creation_reasons,states,fulfillment_states,sources,brand_contacted_at_values,first_order_for_brand_values,very_first_order_for_brand_values,retailer_tokens,payout_total_values
bo_yqt4tfjj9v,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1684172484000,False,False,r_58ayhi50,109905
bo_twd2mwm2st,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1684168284000,False,False,r_5olc2wogc5,109905
bo_bc5d2swjqx,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1684163784000,True,True,r_6kij22g5bw,124800
bo_vwv5b2d9rx,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1684079484000,True,True,r_pyrmcc979v,95222
bo_g6vs98drrv,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1684005084000,False,False,r_deve81e1dy,98940
bo_nw3gfccgv5,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1683978084000,False,False,r_76exzilm6n,37565
bo_77wpmmy2hf,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1683892938000,True,True,r_t2revwe9c9,59508
bo_pt9qn35c64,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1683836238000,False,False,r_d244vfo92d,125933
bo_8bzmdtguyf,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1683792177000,True,True,r_4w5mh9dmj2,90610
bo_a7qtwxzzgu,BACKORDER,CANCELED,CANCELED,MARKETPLACE,1683792177000,True,True,r_4w5mh9dmj2,0
bo_ypxwwarj5s,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1683760077000,False,False,r_329zbnwjxu,48384
bo_9nryhbrzkz,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1683757677000,False,False,r_dkkbbtdm8s,46995
bo_duk5fec929,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1683741804000,True,True,r_7h0ni5cwmi,44352
bo_hcybt9fvvc,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1683648610000,False,False,r_7cvitf4lgn,75264
bo_k7avq6nt48,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1683586226000,False,False,r_6hg21rcxlr,29100
bo_2h8vq5bctv,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1683582325000,False,False,r_8tut387rcl,35182
bo_e7tf9jxu54,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1683578126000,False,False,r_m94upj3h60,64512
bo_ysaewg47tg,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1683571226000,False,False,r_a4yyhtwrce,108920
bo_juay648wng,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1683486916000,False,False,r_4aq52a93,75505
bo_m42e24unqp,SPLIT_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1683486916000,False,False,r_4aq52a93,65591
bo_a8zamvb3dx,SPLIT_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1683486916000,False,False,r_4aq52a93,70422
bo_m5wtj4srb2,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1683430216000,False,False,r_m2338x8d4g,135072
bo_trystcgxy9,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1683315316000,False,False,r_33jdy921lb,75951
bo_ytz4tfgbsn,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1683232938000,True,True,r_7gws42zz,40716
bo_227mpefgd8,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1683221838000,False,False,r_esdmnf4x,155165
bo_shxz639axe,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1683219138000,False,False,r_7ovdnum5sm,37830
bo_nf9rx7ycf9,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1683211365000,True,True,r_160sk0i8uv,197019
bo_nmghwuesbn,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1683177465000,True,True,r_6mw7fckc6k,30798
bo_3ntsw5quuk,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1683055926000,True,True,r_38ldvd4z95,37703
bo_br57x3zgnq,REPLACE_DAMAGED_OR_MISSING_ITEMS,DELIVERED,FULFILLED,ELEVATE,1683046806000,False,False,r_7y2kn6jc5q,1790
bo_tkephhw433,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1682974576000,False,False,r_ndvc6g9umn,32534
bo_3hzcpr5xux,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1682934736000,False,False,r_cd63575e,36288
bo_jmkjupmvha,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1682801075000,False,False,r_c6qw83s8kl,36957
bo_bdctqvagj6,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1682788475000,False,False,r_8c0edcd7,82656
bo_dqk3sv8ecd,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1682709875000,False,False,r_2qdessxlw2,28022
bo_asxyfgdhag,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1682631393000,False,False,r_93eu2yv8rj,41176
bo_eymg6udqnx,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1682620293000,False,False,r_7bp83kwime,70426
bo_qfcdy43du3,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1682575009000,False,False,r_cue1nwyqgj,36666
bo_5ygacreecp,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1682543209000,False,False,r_mvvt65dkkt,35918
bo_z2aukbkmgt,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1682450839000,False,False,r_ey2z42d0,70034
bo_nfawh4jdef,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1682431032000,False,False,r_939k6i66ur,41294
