tokens,creation_reasons,states,fulfillment_states,sources,brand_contacted_at_values,first_order_for_brand_values,very_first_order_for_brand_values,retailer_tokens,payout_total_values,retailer_names,retailer_website_urls,retailer_store_types,is_insider
bo_3xuzfcymck,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687368524000,False,False,r_5oraz1alq4,33491,Darien Sport Shop,http://Dariensport.com,Clothing Boutique,False
bo_du9czf34tq,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687293339000,False,False,r_64pwesrn,19665,Stardust,,,True
bo_nzpt8m9cky,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687275438000,True,True,r_6poqdzwd76,15404,Karens the prissy country girl,"https://maps.google.com/?q=221+Main+St,+Dayton,+VA+22821,+USA&ftid=0x89b4947b24ba5503:0xf664f4a94087612a",Clothing Boutique,True
bo_yfbzsv9r5f,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687215738000,False,False,r_1dyphms2,18184,Doolittlez,http://doolittlez.com/,Kids or Toy Store,False
bo_mvdtfnyecj,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687210038000,False,False,r_944omttaz5,17769,My Sister Kate,http://www.mysisterkate.com/,Clothing Boutique,True
bo_4y839y925y,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687207338000,False,False,r_53yadce9md,11808,Cadeau Bespoke Gifts,http://www.ca/,Gift Store,True
bo_t43a249qjn,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687145853000,False,False,r_39w9v7foa0,11019,Junk Posse,,Gift Store,True
bo_5swvtaqnmc,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687115553000,False,False,r_1azt48tbe3,28612,Southern Threads,https://www.facebook.com/Southern-Threads-111352696886593/,Clothing Boutique,True
bo_xpq2m982ea,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687109253000,False,False,r_5fg3tc4jwf,20461,Mercantile CCCO,,Home Decor Store,True
bo_q937vkhxwu,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687086153000,False,False,r_12s6u7vp,39690,"I Love Books, Inc.",,Bookstore,True
bo_79j8qknscj,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687059153000,True,True,r_g6udgxqpfs,26492,Chelsea Pacifica,http://Www.chelseapacifica.com,Clothing Boutique,False
bo_gpxgpsd9zu,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686961953000,False,False,r_3ta94g28,10349,Village Heights,http://www.villageheights.net/,,True
bo_5set6fax9t,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686959853000,True,True,r_cpdb3tcyrf,18597,That Baby Place 3D/4D Ultrasound Studio,https://maps.google.com/?cid=2779402984634756088,Gift Store,False
bo_zwe238y7gz,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686953853000,False,False,r_ef4g9n1uci,11920,Breezy Willow Farm Country Market,http://www.breezywillowfarm.com/farm-store-and-country-market-hours,,True
bo_5dhwtcty56,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686931748000,False,False,r_dbkcgw5g,11311,Green Springs,http://www.shopgreensprings.com/,Gift Store,True
bo_vrdteugm3c,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686880216000,False,False,r_dbf2i2if,20440,the little seedling,http://thelittleseedling.com/,,True
bo_jecg643kea,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686870916000,False,False,r_a1nnbvw01p,17296,Infiniti Boutique,https://infinitiboutiquesocal.com/,Clothing Boutique,True
bo_gmdwz3nznu,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686863716000,True,True,r_wc5g4jqy72,20923,Katie’s Faves Boutique,https://m.facebook.com/1981809472034449/,Gift Store,True
bo_4xhfhdhtbc,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686862216000,True,True,r_u6z2wgb9vb,27973,Richards Variety Store,https://www.richardsvarietystore.com/,,True
bo_d3pjs6esft,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686861316000,True,True,r_cu7rmmduut,19029,The Confetti Crate,https://maps.google.com/?cid=8202759465472454707,,True
bo_peydsmahna,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686858616000,True,True,r_477f7q4cns,17156,F.B. Thomas Drug Store,http://www.thomasdrugstore.com/,Gift Store,False
bo_rwt5344vdc,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686830536000,False,False,r_7737tbwqb4,13626,OAR,,Gift Store,True
bo_xefmupqpte,REPLACE_DAMAGED_OR_MISSING_ITEMS,DELIVERED,FULFILLED,MARKETPLACE,1686782421000,False,False,r_5rowpsftag,1476,Black and White Interiors,http://Www.bandwinteriors.com,Home Decor Store,True
bo_fxf52jq7ze,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686776836000,False,False,r_3jmrmtthhm,46605,Raw Edge,http://www.rawedgeshop.com/,,True
bo_aj4vcs3997,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686773536000,False,False,r_d58x72utnt,11247,Miss Confident,http://missconfidentboutique.com/,Clothing Boutique,True
bo_z4crce5cpj,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686728491000,False,False,r_9bsq9emj,13345,The Local,https://maps.google.com/?cid=11129025425737527896,,True
bo_n9xntruhnn,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686700891000,True,True,r_e89qrd372c,15958,"Mermaid Bath & Bubbleworks, LLC",http://www.mermaidbbw.com/,Gift Store,True
bo_an8fgnxq68,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686674791000,False,False,r_ab3oo5gjdc,20684,Sandman's Workshop,http://www.sandmansworkshop.com/,Gift Store,True
bo_2sqdecfnc9,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686627385000,False,False,r_8928oxyim9,32223,LuLus Too,http://galenacandle.com/,Clothing Boutique,True
bo_rqxbuqrn6s,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686627085000,False,False,r_2blsw8zco1,12646,Simply Taylored Boutique,http://www.simplytayloredboutique.com,Clothing Boutique,True
bo_jbjvuv9ftw,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686591085000,False,False,r_3xj0e6awiq,21918,Pinwheels Toys & Games,http://pinwheelstoys.com/,Kids or Toy Store,True
bo_up4yvz6khn,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686580172000,False,False,r_5ut3zkp4yb,51269,Pruett's Market,https://m.facebook.com/pruettssignalmountainmarket/?ref=page_internal&mt_nav=1,Grocery or Liquor Store,True
bo_dtf4v98egc,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686528872000,False,False,r_nr46uuuywe,10567,Camellia Boutique,http://Camelliaboutiques.com,Clothing Boutique,True
bo_v8vttzbu58,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686506972000,True,True,r_gk6gupewxn,16799,Dawsons Treasures,https://www.facebook.com/DawsonsTreasures-1442064806006338,Clothing Boutique,True
bo_bm3scu7e8y,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686495872000,False,False,r_eis6r86ql6,9821,Learning Express Toys,http://www.learningexpress.com/store/mandeville/,Kids or Toy Store,True
bo_kj6jr2ndck,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686429572000,False,False,r_4tyff2o6,8673,Bath Junkie,http://www.bathjunkiestaugustine.com/,Spa or Beauty Store,True
bo_yda3rumjbh,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686405872000,False,False,r_1r4c4nbl0r,19934,The Village Bakery and Cafe,http://tvbwoodside.com/,Cafe or Restaurant,True
bo_2rnjbm7j64,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686379172000,True,True,r_1xv22arndp,20120,Sweet Treatz,http://www.iLoveSweetTreatz.com,Gift Store,True
bo_ykebuaq7x5,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686359672000,False,False,r_2rnybqnu56,14238,Smithville Candle Company LLC,http://www.instagram.com/smithvillecandleco,Gift Store,True
bo_6hktfrrsj7,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686329759000,False,False,r_5lkole19fq,8389,The Farmhouse on 40,,Gift Store,True
bo_68ungpbyxv,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686328559000,False,False,r_67lk0q84u9,22324,Surf City Barbeque and Catering,http://surfcitybarbeque.com/,General or Mercantile Store,True
bo_rtd7gr8z4z,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686323159000,False,False,r_2useuvqtwy,21777,Julie Thomas,http://www.valumedpharmacy.com/,Gift Store,True
bo_qeruc8fvcp,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686316559000,False,False,r_9ixauglv7q,16133,JavaCow/NewCow USA,https://javacowparkcity.com/,Gift Store,True
bo_auy56tvrn9,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686282959000,False,False,r_dass53x0,9642,Country Charm,,Clothing Boutique,True
bo_dadym3uwwe,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686187543000,False,False,r_9zwk7yqyg2,16961,Bedford Candy Bar,http://bedfordcandybar.com/,Kids or Toy Store,False
bo_87fbbn293w,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686177043000,False,False,r_baxj2n2968,16614,Colors of the West,http://colorsofthewestusa.com/,Gift Store,True
bo_525fbppcez,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686151524000,False,False,r_18yy9p32af,12358,cheeky plum,http://www.cheekyplum.com/,Clothing Boutique,True
bo_gy8xfnfs4e,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686140724000,False,False,r_7737tbwqb4,15335,OAR,,Gift Store,True
bo_teehwqgar5,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686100224000,True,True,r_exsuyrsjwf,35317,B.CANDY,http://www.bcandy.com/,Gift Store,True
bo_6pay3gungz,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686074424000,False,False,r_bqmvo1q4fh,11819,Coast & Cottage,http://mycoastandcottage.com/,Gift Store,True
bo_vzrx2mb38v,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686071124000,True,True,r_kp74kmqq6n,13412,My Little Sunshine,,Kids or Toy Store,True
bo_ud7n24pt5n,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1686001283000,False,False,r_eh0yqvupip,19683,NOT PROVIDED,,Gift Store,True
bo_s8baak9rz9,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1685979222000,False,False,r_a76pmkeg8w,33930,CR Toys,http://shopcrtoys.com,Kids or Toy Store,True
